QuestionID,Question,Answer,Document,intent,cleaned question,cleaned answer
Q112,what countries are in central america?,"Central America consists of seven countries: Belize , Costa Rica , El Salvador , Guatemala , Honduras , Nicaragua , and Panama .",Central america,7,country central america,central america consists seven country belize costa rica el salvador guatemala honduras nicaragua panama .
Q113,how does a steam engine work,A steam engine is a heat engine that performs mechanical work using steam as its working fluid .,Steam engine,0,steam engine work,steam engine heat engine performs mechanical work using steam working fluid .
Q114,how does a steam engine work,"Steam engines are external combustion engines , where the working fluid is separate from the combustion products.",Steam engine,0,steam engine work,steam engine external combustion engine working fluid separate combustion product .
Q115,what county is tacoma washington in,"Tacoma (, ) is a mid-sized urban port city and the county seat of Pierce County, Washington , United States.","Tacoma, Washington",3,county tacoma washington,tacoma midsized urban port city county seat pierce county washington united state .
Q116,what county is chula vista ca in,"As the second largest city in San Diego County , Chula Vista has quickly become a destination popular to many tourists.","Chula Vista, California",3,county chula vista ca,second largest city san diego county chula vista quickly become destination popular many tourist .
Q117,what did isaac newton do,Sir Isaac Newton (25 December 164220 March 1727) was an English physicist and mathematician who is widely regarded as one of the most influential scientists of all time and as a key figure in the scientific revolution .,Isaac Newton,0,isaac newton,sir isaac newton 25 december 164220 march 1727 english physicist mathematician widely regarded one influential scientist time key figure scientific revolution .
Q118,what does the universal law of gravitation state,Newton's law of universal gravitation states that every point mass in the universe attracts every other point mass with a force that is directly proportional to the product of their masses and inversely proportional to the square of the distance between them.,Newton's law of universal gravitation,0,universal law gravitation state,newton law universal gravitation state every point mass universe attracts every point mass force directly proportional product mass inversely proportional square distance .
Q119,how does a dim sum restaurant work,Dim sum () refers to a style of Cantonese food prepared as small bite-sized or individual portions of food traditionally served in small steamer baskets or on small plates.,Dim sum,0,dim sum restaurant work,dim sum refers style cantonese food prepared small bitesized individual portion food traditionally served small steamer basket small plate .
Q120,how does a dim sum restaurant work,"Dim sum is also well known for the unique way it is served in some restaurants, wherein fully cooked and ready-to-serve dim sum dishes are carted around the restaurant for customers to choose their orders while seated at their tables.",Dim sum,0,dim sum restaurant work,dim sum also well known unique way served restaurant wherein fully cooked readytoserve dim sum dish carted around restaurant customer choose order seated table .
Q121,how does a dim sum restaurant work,"Eating dim sum at a restaurant is usually known in Cantonese as going to ""drink tea"" ( yum cha , 飲茶), as tea is typically served with dim sum.",Dim sum,0,dim sum restaurant work,eating dim sum restaurant usually known cantonese going drink tea yum cha 飲茶 tea typically served dim sum .
Q122,how many US soldiers killed in Iraq war,"A total of 4,486 U.S. soldiers were killed in Iraq between 2003 and 2012.",Casualties of the Iraq War,0,many u soldier killed iraq war,total 4486 u.s. soldier killed iraq 2003 2012 .
Q123,how many planets is jupiter away from the sun?,Jupiter is the fifth planet from the Sun and the largest planet in the Solar System .,Jupiter,0,many planet jupiter away sun,jupiter fifth planet sun largest planet solar system .
Q124,what city was the convention when gerald ford was nominated,"Held in Kemper Arena in Kansas City , Missouri , the convention nominated President Gerald Ford for a full term, but only after narrowly defeating a strong challenge from former California Governor Ronald Reagan .",1976 Republican National Convention,1,city convention gerald ford nominated,held kemper arena kansa city missouri convention nominated president gerald ford full term narrowly defeating strong challenge former california governor ronald reagan .
Q125,how many professional hockey teams in canada,"It started with four teams and, through a series of expansions, contractions, and relocations, the league is now composed of 30 active franchises.",National Hockey League,0,many professional hockey team canada,started four team series expansion contraction relocation league composed 30 active franchise .
